華語詞目id,華語詞目,腔,漢字,羅馬字
,魚鱗瘡,鹿港偏泉腔,魚鱗𤺅,hîr-lân-tshe̍h
,魚鱗瘡,三峽偏泉腔,魚鱗𤺅,hîr-lân-tserè
,魚鱗瘡,臺北偏泉腔,魚鱗𤺅仔,hû-lân-tshè-á
,魚鱗瘡,宜蘭偏漳腔,魚鱗𤺅,hî-lân-tshuì
,魚鱗瘡,臺南混合腔,魚鱗𤺅仔,hî-lân-tsheh-á
,魚鱗瘡,高雄混合腔,魚鱗𤺅仔,hî-lân-tshè-á
,魚鱗瘡,金門偏泉腔,𤺅仔,tsèr--á
,魚鱗瘡,馬公偏泉腔,魚鱗𤺅,hû-lân-tsuè
,魚鱗瘡,新竹偏泉腔,魚鱗𤺅仔,hîr-lân-tsèr-á
,魚鱗瘡,新竹偏泉腔,魚鱗𤺅仔,hî-lân-tsè-á
,魚鱗瘡,臺中偏漳腔,魚鱗𤺅,hî-lân-tsuè
,枴杖,鹿港偏泉腔,枴仔,kuái-á
,枴杖,三峽偏泉腔,枴仔,kuái-á
,枴杖,臺北偏泉腔,枴仔,kuáinn-á
,枴杖,宜蘭偏漳腔,枴仔,kuái-á
,枴杖,臺南混合腔,枴仔,kuáinn-á
,枴杖,高雄混合腔,枴仔,kuái-á
,枴杖,金門偏泉腔,洞葛,tōng-kat
,枴杖,金門偏泉腔,枴仔,kuái-á
,枴杖,馬公偏泉腔,枴仔,kuái-á
,枴杖,新竹偏泉腔,枴仔,kuái-á
,枴杖,臺中偏漳腔,枴仔,kuáinn-á
,泥磚,金門偏泉腔,塗墼,thôo-kat
,泥磚,馬公偏泉腔,塗墼,thôo-kat
,泥磚,新竹偏泉腔,塗墼,thôo-kak
,泥磚,臺中偏漳腔,塗墼,thôo-kat
,泥磚,鹿港偏泉腔,塗墼,thôo-kak
,泥磚,三峽偏泉腔,塗墼,thôo-kat
,泥磚,臺北偏泉腔,塗墼,thôo-kak
,泥磚,宜蘭偏漳腔,塗墼,thôo-kak
,泥磚,臺南混合腔,塗墼,thôo-kat
,泥磚,高雄混合腔,塗墼,thôo-kak
,父親 (敘述),鹿港偏泉腔,老爸,lǎu-pě
,父親 (敘述),三峽偏泉腔,老爸,lāu-pē
,父親 (敘述),三峽偏泉腔,阿爸,a-pa
,父親 (敘述),臺北偏泉腔,老爸,lāu-pē
,父親 (敘述),宜蘭偏漳腔,老爸,lāu-pē
,父親 (敘述),臺南混合腔,老爸,lāu-pē
,父親 (敘述),臺南混合腔,俺爸,án-pē
,父親 (敘述),高雄混合腔,老爸,lāu-pē
,父親 (敘述),金門偏泉腔,俺爹,án-tia
,父親 (敘述),馬公偏泉腔,老爸,lāu-pē
,父親 (敘述),新竹偏泉腔,老爸,lāu-pē
,父親 (敘述),新竹偏泉腔,阿爹,a-tia
,父親 (敘述),新竹偏泉腔,爸爸,pa-pa
,父親 (敘述),臺中偏漳腔,老爸,lāu-pē
,父親 (敘述),臺中偏漳腔,爸爸,pa-pah
,女孩子,高雄混合腔,查某囝,tsa-bóo-kiánn
,女孩子,鹿港偏泉腔,查某囡仔,tsa̋u gín-á
,女孩子,三峽偏泉腔,查某囡仔,tsa̋ gín-á
,女孩子,臺北偏泉腔,查某囡仔,tsa-bóo gín-á
,女孩子,宜蘭偏漳腔,查某囡仔,tsa-bóo gín-á
,女孩子,臺南混合腔,查某囡仔,tsa-bóo gín-á
,女孩子,金門偏泉腔,查某囡仔,tsa-bóo gín--á
,女孩子,馬公偏泉腔,查某囡仔,tsa-bóo gín--á
,女孩子,新竹偏泉腔,查某囡仔,tsa-bóo gín--á
,女孩子,臺中偏漳腔,查某囡仔,tsa-bóo gín-á
,公公,鹿港偏泉腔,大官,ta-kuann
,公公,三峽偏泉腔,大官,ta-kuann
,公公,臺北偏泉腔,大官,ta-kuann
,公公,宜蘭偏漳腔,大官仔,tuā-kuann-á
,公公,臺南混合腔,大官,ta-kuann
,公公,高雄混合腔,大官,ta-kuann
,公公,金門偏泉腔,大官,ta-kuann
,公公,馬公偏泉腔,大官,ta-kuann
,公公,新竹偏泉腔,大官,ta-kuann
,公公,臺中偏漳腔,大官,ta-kuann
,眼睛,鹿港偏泉腔,目睭仁,ba̍k-tsiu-jîn
,眼睛,三峽偏泉腔,目睭仁,ba̍k-tsiu-jîn
,眼睛,臺北偏泉腔,目睭仁,ba̍k-tsiu-lîn
,眼睛,宜蘭偏漳腔,目睭仁,ba̍k-tsiu-jîn
,眼睛,臺南混合腔,目睭仁,ba̍k-tsiu-jîn
,眼睛,高雄混合腔,目睭仁,ba̍k-tsiu-jîn
,眼睛,金門偏泉腔,目睭,ba̍k-tsiu
,眼睛,馬公偏泉腔,目睭,ba̍k-tsiu
,眼睛,新竹偏泉腔,目睭,ba̍k-tsiu
,眼睛,臺中偏漳腔,目睭,ba̍k-tsiu
,食指,鹿港偏泉腔,指指,kí-tsuínn
,食指,三峽偏泉腔,報路,pò-lōo
,食指,臺北偏泉腔,二指,lī-tsáinn
,食指,臺北偏泉腔,指指,kí-tsáinn
,食指,宜蘭偏漳腔,指指,kí-tsáinn
,食指,臺南混合腔,二指,jī-tsáinn
,食指,臺南混合腔,指指,kí-tsáinn
,食指,高雄混合腔,二指,jī-tsáinn
,食指,高雄混合腔,指指,kí-tsáinn
,食指,金門偏泉腔,指指,kí-tsái
,食指,馬公偏泉腔,指指,kí-tsán
,食指,新竹偏泉腔,二指,lī-tsáinn
,食指,臺中偏漳腔,指指,kí-tsáinn
,中指,鹿港偏泉腔,中指,tiong-tsuínn
,中指,三峽偏泉腔,二指,jī-tsáinn
,中指,臺北偏泉腔,中指,tiong-tsáinn
,中指,宜蘭偏漳腔,中指,tiong-tsáinn
,中指,臺南混合腔,中指,tiong-tsáinn
,中指,高雄混合腔,中指,tiong-tsáinn
,中指,金門偏泉腔,中指,tiong-tsái
,中指,馬公偏泉腔,中指,tiong-tsán
,中指,新竹偏泉腔,中指,tiong-tsáinn
,中指,臺中偏漳腔,中指,tiong-tsáinn
,道士,鹿港偏泉腔,司公,sai-kong
,道士,鹿港偏泉腔,司孫(背稱),sai-sun
,道士,三峽偏泉腔,司公,sai-kong
,道士,臺北偏泉腔,司公,sai-kong
,道士,宜蘭偏漳腔,司公,sai-kong
,道士,臺南混合腔,司公,sai-kong
,道士,高雄混合腔,司公,sai-kong
,道士,臺中偏漳腔,道士仔,tō-sū-á
,道士,金門偏泉腔,司公,sai-kong
,道士,馬公偏泉腔,司公,sai-kong
,道士,新竹偏泉腔,司公仔,sai-kong-á (面稱)
,道士,新竹偏泉腔,司孫仔,sai-sun-á (背稱)
,道士,臺中偏漳腔,司公仔,sai-kong-á
,氣喘,鹿港偏泉腔,大氣喘,tuǎ-khuì-tshuán
,氣喘,鹿港偏泉腔,痚呴,he-ku
,氣喘,三峽偏泉腔,痚呴,he-ku
,氣喘,臺北偏泉腔,痚呴,he-ku
,氣喘,宜蘭偏漳腔,大氣喘,tuā-khuì-tshuán
,氣喘,宜蘭偏漳腔,痚呴,he-ku
,氣喘,臺南混合腔,大氣喘,tuā-khuì-tshuán
,氣喘,臺南混合腔,痚呴,he-ku
,氣喘,高雄混合腔,大氣喘,tuā-khuì-tshuán
,氣喘,高雄混合腔,痚呴,he-ku
,氣喘,金門偏泉腔,痚呴,he-ku
,氣喘,金門偏泉腔,哮喘,hàu-tshuán
,氣喘,馬公偏泉腔,痚呴,he-ku
,氣喘,新竹偏泉腔,痚呴,he-ku
,氣喘,臺中偏漳腔,痚呴,he-ku
,血崩,鹿港偏泉腔,拚血,piànn-hiat
,血崩,三峽偏泉腔,拚血,piànn-huih
,血崩,臺北偏泉腔,拚血,piànn-hiat
,血崩,宜蘭偏漳腔,拚血,piànn-hiat
,血崩,臺南混合腔,拚血,piànn-hueh
,血崩,高雄混合腔,拚血,piànn-hiat
,血崩,金門偏泉腔,血暈,hiat-hūn
,血崩,馬公偏泉腔,拚血,piànn-huih
,血崩,新竹偏泉腔,拚血,piànn-hiat
,血崩,臺中偏漳腔,拚血,piànn-hueh
,作摺,鹿港偏泉腔,抾襇,khioh-kíng
,作摺,三峽偏泉腔,抾襇,khioh-kíng
,作摺,臺北偏泉腔,抾襇,khioh-kíng
,作摺,宜蘭偏漳腔,抾襇,khioh-kíng
,作摺,臺南混合腔,抾襇,khiorh-kíng
,作摺,高雄混合腔,抾襇,khiorh-kíng
,作摺,金門偏泉腔,抾襇,khioh-kíng
,作摺,馬公偏泉腔,抾襇,khioh-kán
,作摺,新竹偏泉腔,抾襇,khioh-kíng
,作摺,臺中偏漳腔,抾襇,khioh-kíng
,嬰兒,鹿港偏泉腔,紅嬰仔,âng-inn-á
,嬰兒,三峽偏泉腔,紅嬰,âng-inn
,嬰兒,臺北偏泉腔,嬰仔,inn--á
,嬰兒,宜蘭偏漳腔,紅嬰仔,âng-enn-á
,嬰兒,臺南混合腔,紅嬰仔,âng-enn-á
,嬰兒,高雄混合腔,紅嬰仔,âng-enn-á
,嬰兒,金門偏泉腔,嬰仔,inn--á
,嬰兒,新竹偏泉腔,紅嬰仔,âng-inn-á
,嬰兒,臺中偏漳腔,紅嬰仔,âng-enn-á
,說話不清楚,鹿港偏泉腔,喑噁,ìnn-ònn
,說話不清楚,鹿港偏泉腔,臭奶呆,tshàu-ling-tai
,說話不清楚,三峽偏泉腔,喑噁,ìnn-ònn
,說話不清楚,三峽偏泉腔,臭奶呆,tshàu-lin-tai
,說話不清楚,臺北偏泉腔,喑噁,ìnn-ònn
,說話不清楚,臺北偏泉腔,臭奶呆,tshàu-ni-tai
,說話不清楚,臺北偏泉腔,鬱口,ut-káu
,說話不清楚,宜蘭偏漳腔,喑噁,ìnn-ònn
,說話不清楚,宜蘭偏漳腔,臭奶呆,tshàu-ling-tai
,說話不清楚,臺南混合腔,喑噁,ìnn-ònn
,說話不清楚,臺南混合腔,臭奶呆,tshàu-ni-tai
,說話不清楚,高雄混合腔,喑噁,ìnn-ònn
,說話不清楚,高雄混合腔,臭奶呆,tshàu-ling-tai
,說話不清楚,金門偏泉腔,哦口,ónn-káu
,說話不清楚,馬公偏泉腔,鬱口,ut-káu
,說話不清楚,新竹偏泉腔,喑噁,ìnn-ònn
,說話不清楚,臺中偏漳腔,喑噁,ìnn-ònn
,無名指,三峽偏泉腔,愛媠,ài-suí
,無名指,高雄混合腔,尾二指,bué-jī-tsáinn
,無名指,金門偏泉腔,佬仔,láu--á
,挾菜,鹿港偏泉腔,夾,gueh
,挾菜,三峽偏泉腔,夾,gereh
,挾菜,臺北偏泉腔,夾,ngeh
,挾菜,宜蘭偏漳腔,夾,ngeh
,挾菜,臺南混合腔,夾,ngeh
,挾菜,高雄混合腔,夾,ngeh
,挾菜,金門偏泉腔,夾,ngueh
,挾菜,馬公偏泉腔,夾菜,ngueh-tshài
,挾菜,新竹偏泉腔,夾菜,ngueh-tshài
,挾菜,臺中偏漳腔,夾菜,ngeh-tshài
,舀湯,鹿港偏泉腔,𣁳,khat
,舀湯,鹿港偏泉腔,舀,ió
,舀湯,三峽偏泉腔,𣁳,khat
,舀湯,三峽偏泉腔,舀,ió
,舀湯,臺北偏泉腔,𣁳,khat
,舀湯,臺北偏泉腔,舀,iúnn
,舀湯,宜蘭偏漳腔,𣁳,khat
,舀湯,宜蘭偏漳腔,舀,iúnn
,舀湯,臺南混合腔,𣁳,khat
,舀湯,臺南混合腔,舀,iónn
,舀湯,高雄混合腔,𣁳,khat
,舀湯,高雄混合腔,舀,iúnn
,舀湯,金門偏泉腔,舀,iúnn
,舀湯,金門偏泉腔,𣁳,khat
,舀湯,馬公偏泉腔,舀,iúnn
,舀湯,馬公偏泉腔,𣁳,khat
,舀湯,新竹偏泉腔,舀,ió
,舀湯,新竹偏泉腔,𣁳,khat
,舀湯,臺中偏漳腔,舀,iúnn
,舀湯,臺中偏漳腔,𣁳,khat
,使眼色,鹿港偏泉腔,使目尾,sái-ba̍k-bér
,使眼色,三峽偏泉腔,使目尾,sái-ba̍k-bér
,使眼色,臺北偏泉腔,使目尾,sái-ba̍k-bé
,使眼色,宜蘭偏漳腔,捽目尾,sut-ba̍k-bué
,使眼色,臺南混合腔,使目尾,sái-ba̍k-bué
,使眼色,高雄混合腔,使目箭,sái-ba̍k-tsìnn
,使眼色,金門偏泉腔,使目尾,sái-ba̍k-bé
,使眼色,馬公偏泉腔,使目尾,sái-ba̍k-bé
,使眼色,新竹偏泉腔,使目尾,sái-ba̍k-bér
,使眼色,臺中偏漳腔,捽目尾,sut-ba̍k-bué
,瞪,宜蘭偏漳腔,睨,gîn
,瞪,臺南混合腔,睨,gîn
,瞪,高雄混合腔,睨,gîn
,瞪,鹿港偏泉腔,睨,gûn
,瞪,三峽偏泉腔,偓,òo
,瞪,三峽偏泉腔,睨,gîrn
,瞪,臺北偏泉腔,睨,gîn
,瞪,金門偏泉腔,睨,gîn
,瞪,馬公偏泉腔,睨,gîn
,瞪,新竹偏泉腔,睨,gîn
,瞪,臺中偏漳腔,睨,gîn
,吃,鹿港偏泉腔,囫,hut
,吃,鹿港偏泉腔,孝孤,hàu-koo
,吃,鹿港偏泉腔,食,tsia̍h
,吃,鹿港偏泉腔,嗄,sah
,吃,三峽偏泉腔,囫,hut
,吃,三峽偏泉腔,孝孤,hàu-koo
,吃,三峽偏泉腔,食,tsiā
,吃,臺北偏泉腔,囫,hut
,吃,臺北偏泉腔,孝孤,hàu-koo
,吃,臺北偏泉腔,食,tsia̍h
,吃,宜蘭偏漳腔,囫,hut
,吃,宜蘭偏漳腔,孝孤,hàu-koo
,吃,宜蘭偏漳腔,食,tsiā
,吃,宜蘭偏漳腔,推,thui
,吃,宜蘭偏漳腔,嗄,sah
,吃,宜蘭偏漳腔,嗄,sà
,吃,臺南混合腔,囫,hut
,吃,臺南混合腔,孝孤,hàu-koo
,吃,臺南混合腔,食,tsia̍h
,吃,臺南混合腔,推,thui
,吃,臺南混合腔,嗄,sà
,吃,高雄混合腔,囫,hut
,吃,高雄混合腔,孝孤,hàu-koo
,吃,高雄混合腔,食,tsia̍h
,吃,高雄混合腔,推,thui
,吃,高雄混合腔,嗄,sà
,吃,金門偏泉腔,食,tsia̍h
,吃,金門偏泉腔,囫,hut
,吃,金門偏泉腔,喋,sah
,吃,馬公偏泉腔,食,tsia̍h
,吃,馬公偏泉腔,囫,hut
,吃,馬公偏泉腔,嗄,sà
,吃,馬公偏泉腔,推,thui
,吃,馬公偏泉腔,孝孤,hàu-koo
,吃,新竹偏泉腔,食,tsia̍h
,吃,新竹偏泉腔,囫,hut
,吃,新竹偏泉腔,推,thui
,吃,新竹偏泉腔,噼,piah
,吃,臺中偏漳腔,食,tsia̍h
,吃,臺中偏漳腔,囫,hut
,吃,臺中偏漳腔,推,thui
,喝,鹿港偏泉腔,啉,lim
,喝,三峽偏泉腔,啉,lim
,喝,臺北偏泉腔,啉,lim
,喝,宜蘭偏漳腔,食茶,tsia̍h-tê
,喝,宜蘭偏漳腔,啉,lim
,喝,臺南混合腔,食茶,tsia̍h-tê
,喝,臺南混合腔,啉,lim
,喝,臺南混合腔,灌,kuàn
,喝,高雄混合腔,啉,lim
,喝,金門偏泉腔,啉,lim
,喝,馬公偏泉腔,食,tsia̍h
,喝,馬公偏泉腔,啉,lim
,喝,新竹偏泉腔,啉,lim
,喝,新竹偏泉腔,哈,hah
,喝,臺中偏漳腔,啉,lim
,喝,宜蘭偏漳腔,哈茶,ha-tê
,喝,臺南混合腔,哈茶,ha-tê
,嘔,鹿港偏泉腔,霧,bǔ
,嘔,三峽偏泉腔,霧,bū
,嘔,臺北偏泉腔,霧,bū
,嘔,宜蘭偏漳腔,霧,bū
,嘔,臺南混合腔,霧,bū
,嘔,高雄混合腔,霧,bū
,嘔,金門偏泉腔,霧,bū
,嘔,馬公偏泉腔,霧,bū
,嘔,新竹偏泉腔,霧,bū
,嘔,臺中偏漳腔,霧,bū
,咬,鹿港偏泉腔,咬,kǎ
,咬,三峽偏泉腔,咬,kā
,咬,臺北偏泉腔,咬,kā
,咬,宜蘭偏漳腔,咬,kā
,咬,臺南混合腔,咬,kā
,咬,高雄混合腔,咬,kā
,咬,金門偏泉腔,咬,kā
,咬,馬公偏泉腔,咬,kā
,咬,新竹偏泉腔,咬,kā
,咬,臺中偏漳腔,咬,kā
,咀嚼,鹿港偏泉腔,哺,pǒo
,咀嚼,三峽偏泉腔,哺,pōo
,咀嚼,三峽偏泉腔,嗕,ngauh
,咀嚼,臺北偏泉腔,哺,pōo
,咀嚼,臺北偏泉腔,嗕,nauh
,咀嚼,宜蘭偏漳腔,哺,pōo
,咀嚼,臺南混合腔,哺,pōo
,咀嚼,高雄混合腔,哺,pōo
,咀嚼,金門偏泉腔,哺,pōo
,咀嚼,馬公偏泉腔,哺,pōo
,咀嚼,新竹偏泉腔,哺,pōo
,咀嚼,臺中偏漳腔,哺,pōo
,伸舌頭,鹿港偏泉腔,吮,tsňg
,伸舌頭,鹿港偏泉腔,舐,tsǐnn
,伸舌頭,鹿港偏泉腔,吶舌,nǎ-tsi̍h
,伸舌頭,三峽偏泉腔,舐,tsī
,伸舌頭,臺北偏泉腔,舐,tsīnn
,伸舌頭,宜蘭偏漳腔,吮,tsuīnn
,伸舌頭,宜蘭偏漳腔,舐,tsīnn
,伸舌頭,宜蘭偏漳腔,吶喙舌,nā-tshuì-tsī
,伸舌頭,臺南混合腔,吮,tsn̄g
,伸舌頭,臺南混合腔,舐,tsīnn
,伸舌頭,臺南混合腔,吶喙舌,nā-tshuì-tsi̍h
,伸舌頭,高雄混合腔,舐,tsīnn
,伸舌頭,高雄混合腔,吶,nā
,伸舌頭,金門偏泉腔,舐,tsī
,伸舌頭,馬公偏泉腔,舐,tsīnn
,伸舌頭,新竹偏泉腔,舐,tsīnn
,伸舌頭,臺中偏漳腔,舐,tsīnn
,吹口哨,鹿港偏泉腔,呼噓噓仔,khoo-sir-sir-á
,吹口哨,三峽偏泉腔,呼噓仔,khoo-sir-á
,吹口哨,臺北偏泉腔,呼噓仔,khoo-su-á
,吹口哨,宜蘭偏漳腔,呼噓仔,khoo-su̍t-á
,吹口哨,臺南混合腔,呼噓仔,khoo-si-á
,吹口哨,高雄混合腔,呼噓仔,khoo-si-á
,吹口哨,金門偏泉腔,歕喙觱,pûn-tshuì-pi
,吹口哨,馬公偏泉腔,呼噓噓,khoo-si-sū
,吹口哨,新竹偏泉腔,呼噓仔,khoo-sīr-á
,吹口哨,臺中偏漳腔,呼噓噓仔,khoo-si-si-á
,吹口哨,臺中偏漳腔,呼噓仔,khoo-su̍t-á
,發誓,鹿港偏泉腔,咒誓,tsiù-tsuǎ
,發誓,三峽偏泉腔,咒誓,tsiù-tsuā
,發誓,臺北偏泉腔,咒誓,tsiù-tsuā
,發誓,宜蘭偏漳腔,咒誓,tsiù-tsuā
,發誓,臺南混合腔,咒誓,tsiù-tsuā
,發誓,高雄混合腔,咒誓,tsiù-tsuā
,發誓,金門偏泉腔,咒誓,tsiù-tsuā
,發誓,馬公偏泉腔,咒誓,tsiù-tsuā
,發誓,新竹偏泉腔,咒誓,tsiù-tsuā
,發誓,臺中偏漳腔,咒誓,tsiù-tsuā
,喊,鹿港偏泉腔,喝,huah
,喊,三峽偏泉腔,喝,huah
,喊,臺北偏泉腔,咻,hiu
,喊,臺北偏泉腔,喝,huah
,喊,宜蘭偏漳腔,喝,huah
,喊,臺南混合腔,咻,hiu
,喊,臺南混合腔,喝,huah
,喊,高雄混合腔,咻,hiu
,喊,高雄混合腔,喝,huah
,喊,金門偏泉腔,喝,huah
,喊,馬公偏泉腔,喝,huah
,喊,新竹偏泉腔,喝,huah
,喊,臺中偏漳腔,喝,huah
,肚子餓,鹿港偏泉腔,枵,iau
,肚子餓,鹿港偏泉腔,餓,gōr
,肚子餓,三峽偏泉腔,枵,iau
,肚子餓,三峽偏泉腔,餓,gō
,肚子餓,臺北偏泉腔,枵,iau
,肚子餓,臺北偏泉腔,餓,gō
,肚子餓,宜蘭偏漳腔,枵,iau
,肚子餓,宜蘭偏漳腔,餓,gō
,肚子餓,臺南混合腔,枵,iau
,肚子餓,臺南混合腔,餓,gōr
,肚子餓,高雄混合腔,枵,iau
,肚子餓,高雄混合腔,餓,gōr
,肚子餓,金門偏泉腔,枵,iau
,肚子餓,金門偏泉腔,餓,gō
,肚子餓,馬公偏泉腔,枵,iau
,肚子餓,馬公偏泉腔,餓,gō
,肚子餓,新竹偏泉腔,枵,iau
,肚子餓,新竹偏泉腔,餓,gō
,肚子餓,臺中偏漳腔,枵,iau
,肚子餓,臺中偏漳腔,餓,gō
,漱口,鹿港偏泉腔,漉喙,lo̍k-tshuì
,漱口,三峽偏泉腔,漉喙,lo̍k-tshuì
,漱口,臺北偏泉腔,漉喙,lo̍k-tshuì
,漱口,宜蘭偏漳腔,漉喙,lo̍k-tshuì
,漱口,臺南混合腔,漉喙,lo̍k-tshuì
,漱口,高雄混合腔,漉喙,lo̍k-tshuì
,漱口,金門偏泉腔,沐喙,bo̍k tshuì
,漱口,馬公偏泉腔,漱口,suah kháu
,漱口,新竹偏泉腔,漉喙,lo̍k-tshuì
,漱口,臺中偏漳腔,漉喙,lo̍k-tshuì
,擤鼻,鹿港偏泉腔,擤鼻,sǹg-phī
,擤鼻,三峽偏泉腔,擤鼻,tshǹg-phī
,擤鼻,臺北偏泉腔,擤鼻,tshìng-phīnn
,擤鼻,宜蘭偏漳腔,擤鼻,tshìng-phīnn
,擤鼻,臺南混合腔,擤鼻,tshìng-phīnn
,擤鼻,高雄混合腔,擤鼻,tshìng-phīnn
,擤鼻,金門偏泉腔,擤鼻,tshǹg-phī
,擤鼻,馬公偏泉腔,擤鼻,tshǹg-phīnn
,擤鼻,新竹偏泉腔,擤鼻,tshìng-phīnn
,擤鼻,臺中偏漳腔,擤鼻,tshǹg-phīnn
,大步跨過,鹿港偏泉腔,伐,hua̍h
,大步跨過,三峽偏泉腔,伐,huā
,大步跨過,臺北偏泉腔,伐,hua̍h
,大步跨過,宜蘭偏漳腔,伐,huā
,大步跨過,臺南混合腔,伐,hua̍h
,大步跨過,高雄混合腔,伐,hua̍h
,大步跨過,金門偏泉腔,伐,hua̍h
,大步跨過,馬公偏泉腔,伐,hua̍h
,大步跨過,新竹偏泉腔,伐,hua̍h
,大步跨過,臺中偏漳腔,伐,hua̍h
,踏,鹿港偏泉腔,踏,ta̍h
,踏,三峽偏泉腔,塌,la̍p
,踏,三峽偏泉腔,踏,tā
,踏,臺北偏泉腔,塌,la̍p
,踏,臺北偏泉腔,踏,ta̍h
,踏,宜蘭偏漳腔,塌,la̍p
,踏,宜蘭偏漳腔,踏,tā
,踏,臺南混合腔,塌,la̍p
,踏,臺南混合腔,踏,ta̍h
,踏,高雄混合腔,塌,la̍p
,踏,高雄混合腔,踏,ta̍h
,踏,金門偏泉腔,踏,ta̍h
,踏,馬公偏泉腔,踏,ta̍h
,踏,新竹偏泉腔,踏,ta̍h
,踏,臺中偏漳腔,踏,ta̍h
,跪,鹿港偏泉腔,跪,kuǐ
,跪,三峽偏泉腔,跪,kuī
,跪,臺北偏泉腔,跪,kuī
,跪,宜蘭偏漳腔,跪,kuī
,跪,臺南混合腔,跪,kuī
,跪,高雄混合腔,跪,kuī
,跪,金門偏泉腔,跪,kuī
,跪,馬公偏泉腔,跪,kuī
,跪,新竹偏泉腔,跪,kuī
,跪,臺中偏漳腔,跪,kuī
,站,鹿港偏泉腔,徛,khiǎ
,站,三峽偏泉腔,徛,khiā
,站,臺北偏泉腔,徛,khiā
,站,宜蘭偏漳腔,徛,khiā
,站,臺南混合腔,徛,khiā
,站,高雄混合腔,徛,khiā
,站,金門偏泉腔,徛,khiā
,站,馬公偏泉腔,徛,khiā
,站,新竹偏泉腔,徛,khiā
,站,臺中偏漳腔,徛,khiā
,穿衣服,鹿港偏泉腔,穿,tshǐng
,穿衣服,三峽偏泉腔,穿,tshīng
,穿衣服,臺北偏泉腔,穿,tshīng
,穿衣服,宜蘭偏漳腔,穿,tshiōng
,穿衣服,臺南混合腔,穿,tshīng
,穿衣服,高雄混合腔,穿,tshīng
,穿衣服,金門偏泉腔,穿,tshīng
,穿衣服,馬公偏泉腔,穿,tshīng
,穿衣服,新竹偏泉腔,穿,tshīng
,穿衣服,臺中偏漳腔,穿,tshīng
,蒸,鹿港偏泉腔,炊粿,tsher-kér
,蒸,三峽偏泉腔,炊粿,tsher-kér
,蒸,臺北偏泉腔,炊粿,tshe-ké
,蒸,宜蘭偏漳腔,炊粿,tshue-kué
,蒸,臺南混合腔,炊粿,tshue-kué
,蒸,高雄混合腔,炊粿,tshue-kué
,蒸,金門偏泉腔,炊,tsher
,蒸,馬公偏泉腔,炊,tshe
,蒸,新竹偏泉腔,炊,tsher
,蒸,新竹偏泉腔,炊,tshe
,蒸,臺中偏漳腔,炊,tshue
,裝飯,鹿港偏泉腔,貯飯,tué-pňg
,裝飯,三峽偏泉腔,添飯,thinn-pn̄g
,裝飯,臺北偏泉腔,添飯,thinn-pn̄g
,裝飯,宜蘭偏漳腔,貯飯,té-puīnn
,裝飯,臺南混合腔,添飯,thinn-pn̄g
,裝飯,臺南混合腔,貯飯,té-pn̄g
,裝飯,高雄混合腔,添飯,thinn-pn̄g
,裝飯,高雄混合腔,貯飯,té-pn̄g
,裝飯,金門偏泉腔,貯飯,tué-pn̄g
,裝飯,金門偏泉腔,添飯,thinn-pn̄g
,裝飯,馬公偏泉腔,貯飯,tué-pn̄g
,裝飯,馬公偏泉腔,添飯,thinn-pn̄g
,裝飯,新竹偏泉腔,貯飯,tué-pn̄g
,裝飯,新竹偏泉腔,添飯,thinn-pn̄g
,裝飯,臺中偏漳腔,貯飯,té-pn̄g
,裝飯,臺中偏漳腔,添飯,thinn-pn̄g
,笑,鹿港偏泉腔,笑,tshiò
,笑,三峽偏泉腔,笑,tshiò
,笑,臺北偏泉腔,笑,tshiò
,笑,宜蘭偏漳腔,笑,tshiò
,笑,臺南混合腔,笑,tshiòr
,笑,高雄混合腔,笑,tshiòr
,笑,金門偏泉腔,笑,tshiò
,笑,馬公偏泉腔,笑,tshiò
,笑,新竹偏泉腔,笑,tshiò
,笑,臺中偏漳腔,笑,tshiò
,哭,鹿港偏泉腔,吼,háu
,哭,鹿港偏泉腔,哭,khàu
,哭,三峽偏泉腔,吼,háu
,哭,三峽偏泉腔,哭,khàu
,哭,臺北偏泉腔,吼,háu
,哭,臺北偏泉腔,哭,khàu
,哭,宜蘭偏漳腔,吼,háu
,哭,宜蘭偏漳腔,哭,khàu
,哭,臺南混合腔,吼,háu
,哭,臺南混合腔,哭,khàu
,哭,高雄混合腔,吼,háu
,哭,高雄混合腔,哭,khàu
,哭,金門偏泉腔,吼,háu
,哭,馬公偏泉腔,哭,khàu
,哭,馬公偏泉腔,吼,háu
,哭,新竹偏泉腔,哭,khàu
,哭,新竹偏泉腔,吼,háu
,哭,臺中偏漳腔,哭,khàu
,哭,臺中偏漳腔,吼,háu
,詈,鹿港偏泉腔,詈,lué
,詈,三峽偏泉腔,詈,leré
,詈,臺北偏泉腔,詈罵,lué-mā
,詈,宜蘭偏漳腔,詈,lué
,詈,臺南混合腔,詈,lé
,詈,高雄混合腔,詈,lé
,詈,金門偏泉腔,詈,lué
,詈,馬公偏泉腔,詈,lué
,詈,新竹偏泉腔,詈,lué
,詈,臺中偏漳腔,詈,lé
,褒獎,鹿港偏泉腔,呵咾,o-ló
,褒獎,鹿港偏泉腔,褒,po
,褒獎,三峽偏泉腔,呵咾,o-ló
,褒獎,三峽偏泉腔,褒,po
,褒獎,臺北偏泉腔,呵咾,o-ló
,褒獎,臺北偏泉腔,褒,po
,褒獎,宜蘭偏漳腔,呵咾,o-ló
,褒獎,宜蘭偏漳腔,褒,po
