華語詞目id,華語詞目,腔,漢字,羅馬字
,禮箱,宜蘭偏漳腔,禮𣛮,lé-siānn
,禮箱,臺南混合腔,𣛮,siānn
,禮箱,高雄混合腔,𣛮,siānn
,禮箱,金門偏泉腔,𣛮,siānn
,禮箱,馬公偏泉腔,𣛮,siānn
,禮箱,新竹偏泉腔,𣛮,siānn
,禮箱,臺中偏漳腔,𣛮,siānn
,手電筒,鹿港偏泉腔,手電火,tshiú-tiān-hér
,手電筒,三峽偏泉腔,手電仔,tshiú-tiān-á
,手電筒,臺北偏泉腔,手電,tshiú-tiān
,手電筒,宜蘭偏漳腔,手電,tshiú-tiān
,手電筒,臺南混合腔,手電,tshiú-tiān
,手電筒,高雄混合腔,手電仔,tshiú-tiān-á
,手電筒,金門偏泉腔,手電,tshiú-tiān
,手電筒,馬公偏泉腔,手電,tshiú-tiān
,手電筒,新竹偏泉腔,手電,tshiú-tiān
,手電筒,臺中偏漳腔,手電仔,tshiú-tiān-á
,廚房,鹿港偏泉腔,灶跤,tsàu-kha
,廚房,三峽偏泉腔,灶跤,tsàu-kha
,廚房,三峽偏泉腔,廚房,tû-pâng
,廚房,臺北偏泉腔,灶跤,tsàu-kha
,廚房,臺北偏泉腔,廚房,tû-pâng
,廚房,宜蘭偏漳腔,灶跤,tsàu-kha
,廚房,宜蘭偏漳腔,廚房,tû-pâng
,廚房,臺南混合腔,灶跤,tsàu-kha
,廚房,臺南混合腔,廚房,tû-pâng
,廚房,高雄混合腔,灶跤,tsàu-kha
,廚房,高雄混合腔,廚房,tû-pâng
,廚房,金門偏泉腔,灶跤,tsàu-kha
,廚房,馬公偏泉腔,灶跤,tsàu-kha
,廚房,新竹偏泉腔,灶跤,tsàu-kha
,廚房,臺中偏漳腔,灶跤,tsàu-kha
,廚房,臺中偏漳腔,廚房,tû-pâng
,灶,鹿港偏泉腔,灶,tsàu
,灶,三峽偏泉腔,大灶,tuā-tsàu
,灶,臺北偏泉腔,灶,tsàu
,灶,宜蘭偏漳腔,灶,tsàu
,灶,臺南混合腔,灶,tsàu
,灶,高雄混合腔,灶,tsàu
,灶,金門偏泉腔,灶,tsàu
,灶,馬公偏泉腔,灶,tsàu
,灶,新竹偏泉腔,灶,tsàu
,灶,臺中偏漳腔,灶,tsàu
,風櫃,鹿港偏泉腔,風櫃,hong-kuǐ
,風櫃,三峽偏泉腔,風櫃,hong-kuī
,風櫃,臺北偏泉腔,風櫃,hong-kuī
,風櫃,宜蘭偏漳腔,風鼓,hong-kóo
,風櫃,宜蘭偏漳腔,風櫃,hong-kuī
,風櫃,臺南混合腔,風鼓,hong-kóo
,風櫃,臺南混合腔,風櫃,hong-kuī
,風櫃,高雄混合腔,風櫃,hong-kuī
,風櫃,金門偏泉腔,風鼓,huang-kóo
,風櫃,馬公偏泉腔,風櫃,hong-kuī
,風櫃,馬公偏泉腔,風鼓,hong-kóo
,風櫃,新竹偏泉腔,風櫃,hong-kuī
,風櫃,臺中偏漳腔,風櫃,hong-kuī
,飯桶,鹿港偏泉腔,飯桶,pňg-tháng
,飯桶,三峽偏泉腔,飯桶,pn̄g-tháng
,飯桶,臺北偏泉腔,飯斗,pn̄g-táu
,飯桶,臺北偏泉腔,飯桶,pn̄g-tháng
,飯桶,宜蘭偏漳腔,飯桶,puīnn-tháng
,飯桶,臺南混合腔,飯斗,pn̄g-táu
,飯桶,臺南混合腔,飯桶,pn̄g-tháng
,飯桶,高雄混合腔,飯桶,pn̄g-tháng
,飯桶,金門偏泉腔,飯桶,pn̄g-tháng
,飯桶,馬公偏泉腔,飯桶,pn̄g-tháng
,飯桶,新竹偏泉腔,飯桶,pn̄g-tháng
,飯桶,新竹偏泉腔,飯斗,pn̄g-táu
,飯桶,臺中偏漳腔,飯桶,pn̄g-tháng
,飯桶,臺中偏漳腔,飯坩,pn̄g-khann
,飯匙,鹿港偏泉腔,飯匙,pňg-sî
,飯匙,三峽偏泉腔,飯匙,pn̄g-sî
,飯匙,臺北偏泉腔,飯匙,pn̄g-sî
,飯匙,宜蘭偏漳腔,飯匙,puīnn-sî
,飯匙,臺南混合腔,飯匙,pn̄g-sî
,飯匙,高雄混合腔,飯匙,pn̄g-sî
,飯匙,金門偏泉腔,飯匙,pn̄g-sî
,飯匙,馬公偏泉腔,飯匙,pn̄g-sî
,飯匙,新竹偏泉腔,飯匙,pn̄g-sî
,飯匙,臺中偏漳腔,飯匙,pn̄g-sî
,生鐵鍋,鹿港偏泉腔,生鍋,sinn-er
,生鐵鍋,鹿港偏泉腔,鍋仔,er-á
,生鐵鍋,三峽偏泉腔,生鍋,sinn-er
,生鐵鍋,臺北偏泉腔,生鍋,sinn-e
,生鐵鍋,宜蘭偏漳腔,生鍋,senn-ue
,生鐵鍋,宜蘭偏漳腔,鍋仔,ue-á
,生鐵鍋,臺南混合腔,生鍋,senn-ue
,生鐵鍋,臺南混合腔,鍋仔,ue-á
,生鐵鍋,高雄混合腔,生鍋,senn-ue
,生鐵鍋,金門偏泉腔,生鍋,sinn-er
,生鐵鍋,馬公偏泉腔,生鍋,sinn-e
,生鐵鍋,新竹偏泉腔,生鍋,sinn-er
,生鐵鍋,新竹偏泉腔,生鍋,sinn-e
,生鐵鍋,臺中偏漳腔,生鍋,senn-ue
,飯盒,三峽偏泉腔,飯包,pn̄g-pau
,飯盒,臺北偏泉腔,便當盒仔,piān-tong-a̍h-á
,飯盒,宜蘭偏漳腔,便當篋仔,piān-tong-kheh-á
,飯盒,臺南混合腔,盒仔,a̍h-á
,飯盒,臺南混合腔,飯篋仔,pn̄g-kheh-á
,飯盒,高雄混合腔,便當篋仔,piān-tong-kheh-á
,飯盒,高雄混合腔,飯篋仔,pn̄g-kheh-á
,飯盒,金門偏泉腔,飯盒,pn̄g-a̍h
,飯盒,馬公偏泉腔,飯盒,pn̄g-a̍h
,飯盒,新竹偏泉腔,便當盒仔,piān-tong-a̍p-á
,飯盒,臺中偏漳腔,便當盒仔,piān-tong-a̍p-á
,砧板,鹿港偏泉腔,砧,tiam
,砧板,三峽偏泉腔,刀砧,to-tiam
,砧板,臺北偏泉腔,砧,tiam
,砧板,宜蘭偏漳腔,肉砧,bah-tiam
,砧板,宜蘭偏漳腔,砧,tiam
,砧板,宜蘭偏漳腔,菜砧,tshài-tiam
,砧板,臺南混合腔,肉砧,bah-tiam
,砧板,臺南混合腔,砧,tiam
,砧板,臺南混合腔,菜砧,tshài-tiam
,砧板,高雄混合腔,肉砧,bah-tiam
,砧板,高雄混合腔,砧,tiam
,砧板,高雄混合腔,菜砧,tshài-tiam
,砧板,金門偏泉腔,砧,tiam
,砧板,馬公偏泉腔,砧,tiam
,砧板,新竹偏泉腔,砧,tiam
,砧板,臺中偏漳腔,砧,tiam
,竹篾刷子,鹿港偏泉腔,竹筅,tik-tshíng
,竹篾刷子,鹿港偏泉腔,鼎筅,tiánn-tshíng
,竹篾刷子,鹿港偏泉腔,鼎摖,tiánn-tshuè
,竹篾刷子,三峽偏泉腔,鼎摖,tiánn-tshè
,竹篾刷子,臺北偏泉腔,鼎摖,tiánn-tshè
,竹篾刷子,宜蘭偏漳腔,鼎摖,tiánn-tshè
,竹篾刷子,臺南混合腔,鼎摖,tiánn-tshè
,竹篾刷子,高雄混合腔,鼎摖,tiánn-tshè
,竹篾刷子,金門偏泉腔,筅,tsháinn
,竹篾刷子,馬公偏泉腔,鼎摖,tiánn-tshuè
,竹篾刷子,新竹偏泉腔,鼎筅,tiánn-tshíng
,竹篾刷子,新竹偏泉腔,鼎摖,tiánn-tshuè
,竹篾刷子,臺中偏漳腔,鼎摖,tiánn-tshè
,刨具,鹿港偏泉腔,菜礤,tshài-tshuah
,刨具,三峽偏泉腔,菜礤,tshài-tshuah
,刨具,臺北偏泉腔,菜鑢仔,tshài-lù-á
,刨具,臺北偏泉腔,礤仔,tshuah-á
,刨具,宜蘭偏漳腔,番薯礤仔,han-tsî-tshuah-á
,刨具,臺南混合腔,菜礤,tshài-tshuah
,刨具,高雄混合腔,菜礤,tshài-tshuah
,刨具,金門偏泉腔,銅礤,tâng-tshuah
,刨具,金門偏泉腔,菜礤,tshài-tshuah
,刨具,馬公偏泉腔,礤仔,tshuah--á
,刨具,新竹偏泉腔,礤仔,tshuah-á
,刨具,臺中偏漳腔,菜礤,tshài-tshuah
,瓜刨,鹿港偏泉腔,剾仔,khau-á
,瓜刨,三峽偏泉腔,瓜剾仔,kue-khau-á
,瓜刨,臺北偏泉腔,剾仔,khau-á
,瓜刨,宜蘭偏漳腔,剾仔,khau-á
,瓜刨,臺南混合腔,剾仔,khau-á
,瓜刨,高雄混合腔,剾仔,khau-á
,瓜刨,金門偏泉腔,剾仔,khau--á
,瓜刨,馬公偏泉腔,剾仔,khau--á
,瓜刨,新竹偏泉腔,剾仔,khau-á
,瓜刨,臺中偏漳腔,剾仔,khau-á
,湯匙,鹿港偏泉腔,湯匙,thng-sî
,湯匙,三峽偏泉腔,湯匙,thng-sî
,湯匙,臺北偏泉腔,湯匙,thng-sî
,湯匙,宜蘭偏漳腔,湯匙,thng-sî
,湯匙,宜蘭偏漳腔,調羹仔,thâu-king-á
,湯匙,臺南混合腔,湯匙,thng-sî
,湯匙,臺南混合腔,湯匙仔,thng-sî-á
,湯匙,高雄混合腔,湯匙仔,thng-sî-á
,湯匙,金門偏泉腔,湯匙,thng-sî
,湯匙,馬公偏泉腔,湯匙,thng-sî
,湯匙,新竹偏泉腔,湯匙,thng-sî
,湯匙,臺中偏漳腔,湯匙仔,thng-sî-á
,太陽,鹿港偏泉腔,日頭公,li̍t-thâu-kong
,太陽,三峽偏泉腔,日頭,ji̍t-thâu
,太陽,臺北偏泉腔,日頭,li̍t-thâu
,太陽,宜蘭偏漳腔,太陽,thài-iâng
,太陽,宜蘭偏漳腔,日頭,ji̍t-thâu
,太陽,臺南混合腔,日頭,ji̍t-thâu
,太陽,高雄混合腔,日頭,ji̍t-thâu
,太陽,金門偏泉腔,日頭,li̍t-thâu
,太陽,馬公偏泉腔,日頭,ji̍t-thâu
,太陽,新竹偏泉腔,日頭,li̍t-thâu
,太陽,臺中偏漳腔,日頭,ji̍t-thâu
,月亮,鹿港偏泉腔,月娘,ge̍rh-niû
,月亮,三峽偏泉腔,月娘,ge̍rh-niû
,月亮,臺北偏泉腔,月娘,ge̍h-niû
,月亮,宜蘭偏漳腔,月亮,gue̍h-liāng
,月亮,宜蘭偏漳腔,月娘,gue̍h-niû
,月亮,臺南混合腔,月娘,gue̍h-niôo
,月亮,高雄混合腔,月娘,gue̍h-niû
,月亮,金門偏泉腔,月娘,ge̍rh-niû
,月亮,馬公偏泉腔,月娘,ge̍h-niû
,月亮,新竹偏泉腔,月娘,ge̍rh-niû
,月亮,新竹偏泉腔,月娘,ge̍h-niû
,月亮,臺中偏漳腔,月娘,gue̍h-niû
,星星,鹿港偏泉腔,星,tshinn
,星星,三峽偏泉腔,天星,thinn-tshinn
,星星,臺北偏泉腔,星,tshinn
,星星,宜蘭偏漳腔,星,tshenn
,星星,臺南混合腔,星,tshenn
,星星,高雄混合腔,星,tshenn
,星星,金門偏泉腔,星,tshinn
,星星,馬公偏泉腔,星,tshinn
,星星,新竹偏泉腔,星,tshinn
,星星,臺中偏漳腔,星,tshenn
,織女,鹿港偏泉腔,織女,tsit-lír
,織女,三峽偏泉腔,織女,tsit-lír
,織女,臺北偏泉腔,織女,tsit-lú
,織女,宜蘭偏漳腔,織女,tsit-lí
,織女,臺南混合腔,織女,tsit-lí
,織女,高雄混合腔,織女,tsit-lú
,織女,金門偏泉腔,織女,tsit-lír
,織女,馬公偏泉腔,織女,tsit-lú
,織女,新竹偏泉腔,織女,tsit-lír
,織女,新竹偏泉腔,織女,tsit-lí
,織女,臺中偏漳腔,織女,tsit-lú
,彗星,鹿港偏泉腔,掃帚星,sàu-tsiú-tshinn
,彗星,三峽偏泉腔,掃帚星,sàu-tshiú-tshinn
,彗星,臺北偏泉腔,疶屎星,tshuah-sái-tshinn
,彗星,臺北偏泉腔,掃帚星,sàu-tshiú-tshinn
,彗星,宜蘭偏漳腔,掃帚星,sàu-tsiú-tshenn
,彗星,宜蘭偏漳腔,落屎星,làu-sái-tshenn
,彗星,臺南混合腔,掃帚星,sàu-tsiú-tshenn
,彗星,高雄混合腔,掃帚星,sàu-tshiú-tshenn
,彗星,金門偏泉腔,掃帚星,sàu-tshiú-tshinn
,彗星,馬公偏泉腔,掃帚星,sàu-tshiú-tshinn
,彗星,新竹偏泉腔,掃帚星,sàu-tshiú-tshinn
,彗星,新竹偏泉腔,疶屎星,tshuah-sái-tshinn
,彗星,臺中偏漳腔,掃帚星,sàu-tsiú-tshenn
,天河,鹿港偏泉腔,河溪,hô-khue
,天河,三峽偏泉腔,銀河,gîrn-hô
,天河,臺北偏泉腔,河溪,hô-khue
,天河,宜蘭偏漳腔,河溪,hô-khe
,天河,臺南混合腔,河溪,hôr-khe
,天河,臺南混合腔,河溪,ôr-khe
,天河,高雄混合腔,河溪,hôr-khe
,天河,金門偏泉腔,河溪,ôo-khue
,天河,馬公偏泉腔,河溪,hô-khue
,天河,新竹偏泉腔,銀河,gûn-hô
,天河,臺中偏漳腔,河溪,hô-khe
,下雨,鹿港偏泉腔,落雨天,lo̍h-hǒo-thinn
,下雨,三峽偏泉腔,落雨,lo̍h-hōo
,下雨,臺北偏泉腔,落雨,lo̍h-hōo
,下雨,宜蘭偏漳腔,落雨,lo̍h-hōo
,下雨,臺南混合腔,落雨,lo̍rh-hōo
,下雨,高雄混合腔,落雨,lo̍rh-hōo
,下雨,金門偏泉腔,落雨,lo̍h-hōo
,下雨,馬公偏泉腔,落雨,lo̍h-hōo
,下雨,新竹偏泉腔,落雨,lo̍h-hōo
,下雨,臺中偏漳腔,落雨,lo̍h-hōo
,水災,鹿港偏泉腔,漲大水,tiòng-tuā-tsuí
,水災,三峽偏泉腔,做大水,tsò-tuā-tsuí
,水災,臺北偏泉腔,做大水,tsò-tuā-tsuí
,水災,宜蘭偏漳腔,水災,tsuí-tsai
,水災,宜蘭偏漳腔,淹大水,im-tuā-tsuí
,水災,臺南混合腔,水災,tsuí-tsai
,水災,臺南混合腔,做大水,tsòr-tuā-tsuí
,水災,高雄混合腔,水災,tsuí-tsai
,水災,高雄混合腔,做大水,tsòr-tuā-tsuí
,水災,金門偏泉腔,做大水,tsuè-tuā-tsuí
,水災,馬公偏泉腔,做大水,tsuè-tuā-tsuí
,水災,馬公偏泉腔,水災,tsuí-tsai
,水災,新竹偏泉腔,做大水,tsuè-tuā-tsuí
,水災,新竹偏泉腔,水災,tsuí-tsai
,水災,臺中偏漳腔,做大水,tsò-tuā-tsuí
,水災,臺中偏漳腔,水災,tsuí-tsai
,地震,鹿港偏泉腔,地動,tuē-tāng
,地震,三峽偏泉腔,地牛翻身,terē-gû-huan-sin
,地震,三峽偏泉腔,地動,terē-tāng
,地震,臺北偏泉腔,地動,tuē-tāng
,地震,宜蘭偏漳腔,地牛翻身,tē-gû-huan-sin
,地震,宜蘭偏漳腔,地動,tē-tāng
,地震,臺南混合腔,地動,tē-tāng
,地震,臺南混合腔,塗牛翻身,thôo-gû-huan-sin
,地震,高雄混合腔,地動,tē-tāng
,地震,高雄混合腔,塗牛翻身,thôo-gû-huan-sin
,地震,金門偏泉腔,地動,tuē-tāng
,地震,金門偏泉腔,地牛翻身,tē-gû-huan-sin
,地震,馬公偏泉腔,地動,tuē-tāng
,地震,馬公偏泉腔,地牛翻身,tuē-gû-huan-sin
,地震,新竹偏泉腔,地動,tuē-tāng
,地震,新竹偏泉腔,地牛翻身,tuē-gû-huan-sin
,地震,臺中偏漳腔,地動,tē-tāng
,地震,臺中偏漳腔,地牛翻身,tē-gû-huan-sin
,火災,鹿港偏泉腔,火燒厝,hér-sio-tshù
,火災,三峽偏泉腔,火燒厝,hér-sio-tshù
,火災,臺北偏泉腔,火燒厝,hé-sio-tshù
,火災,宜蘭偏漳腔,火加落,hué-ka-lāu
,火災,宜蘭偏漳腔,火燒厝,hué-sio-tshù
,火災,臺南混合腔,火燒,hué-sior
,火災,臺南混合腔,火燒山,hué-sior-suann
,火災,臺南混合腔,火燒厝,hué-sior-tshù
,火災,高雄混合腔,火燒山,hué-sior-suann
,火災,高雄混合腔,火燒厝,hué-sior-tshù
,火災,金門偏泉腔,火燒,hér-sio
,火災,馬公偏泉腔,火燒厝,hé-sio-tshù
,火災,馬公偏泉腔,火燒,hé-sio
,火災,新竹偏泉腔,火燒厝,hér-sio-tshù
,火災,新竹偏泉腔,火燒厝,hé-sio-tshù
,火災,臺中偏漳腔,火燒厝,hué-sio-tshù
,火災,臺中偏漳腔,火災,hué-tsai
,日蝕,鹿港偏泉腔,蝕日,sit-li̍t
,日蝕,三峽偏泉腔,蝕日,sit-ji̍t
,日蝕,臺北偏泉腔,蝕日,sit-li̍t
,日蝕,宜蘭偏漳腔,蝕日,sit-ji̍t
,日蝕,臺南混合腔,天狗食日,thian-káu-tsia̍h-ji̍t
,日蝕,臺南混合腔,蝕日,sit-ji̍t
,日蝕,高雄混合腔,蝕日,sit-ji̍t
,日蝕,金門偏泉腔,日蝕,li̍t-sit
,日蝕,馬公偏泉腔,蝕日,sit-ji̍t
,日蝕,馬公偏泉腔,天狗食日,thian-káu-tsia̍h-ji̍t
,日蝕,新竹偏泉腔,蝕日,sit-li̍t
,日蝕,臺中偏漳腔,天狗食日,thian-káu-tsia̍h-ji̍t
,月蝕,鹿港偏泉腔,蝕月,sit-ge̍rh
,月蝕,三峽偏泉腔,蝕月,sit-gēr
,月蝕,臺北偏泉腔,蝕月,sit-ge̍h
,月蝕,宜蘭偏漳腔,蝕月,sit-guē
,月蝕,臺南混合腔,天狗食月,thian-káu-tsia̍h-gue̍h
,月蝕,臺南混合腔,蝕月,sit-gue̍h
,月蝕,高雄混合腔,蝕月,sit-gue̍h
,月蝕,金門偏泉腔,月蝕,ge̍rh-sit
,月蝕,馬公偏泉腔,蝕月,sit-ge̍h
,月蝕,馬公偏泉腔,天狗食月,thian-káu-tsia̍h-ge̍h
,月蝕,新竹偏泉腔,蝕月,sit-ge̍rh
,月蝕,新竹偏泉腔,蝕月,sit-ge̍h
,月蝕,臺中偏漳腔,天狗食月,thian-káu-tsia̍h-gue̍h
,懸崖,鹿港偏泉腔,坑崁,khinn-khàm
,懸崖,三峽偏泉腔,坑崁,khinn-khàm
,懸崖,臺北偏泉腔,坑崁,khinn-khàm
,懸崖,宜蘭偏漳腔,坑崁,khenn-khàm
,懸崖,宜蘭偏漳腔,斷崖,tuān-gâi
,懸崖,臺南混合腔,坑崁,khenn-khàm
,懸崖,高雄混合腔,坑崁,khenn-khàm
,懸崖,馬公偏泉腔,墈跤,khàm-kha
,懸崖,新竹偏泉腔,坑崁,khinn-khàm
,懸崖,臺中偏漳腔,坑崁,khenn-khàm
,閏月,鹿港偏泉腔,閏月,lūn-ge̍rh
,閏月,三峽偏泉腔,閏月,lūn-gēr
,閏月,臺北偏泉腔,閏月,lūn-ge̍h
,閏月,宜蘭偏漳腔,閏月,lūn-guē
,閏月,臺南混合腔,閏月,lūn-gue̍h
,閏月,高雄混合腔,閏月,lūn-gue̍h
,閏月,金門偏泉腔,閏月,lūn-ge̍rh
,閏月,馬公偏泉腔,閏月,lūn-ge̍h
,閏月,新竹偏泉腔,閏月,lūn-ge̍rh
,閏月,新竹偏泉腔,閏月,lūn-ge̍h
,閏月,臺中偏漳腔,閏月,lūn-gue̍h
,前天,臺北偏泉腔,昨日,tso̍h--li̍t
,前天,鹿港偏泉腔,昨日,tsoh--li̍t
,前天,三峽偏泉腔,昨日,tsō--ji̍t
,前天,宜蘭偏漳腔,昨日,tsō--ji̍t
,前天,臺南混合腔,昨日,tsorh-ji̍t
,前天,高雄混合腔,昨日,tso̍rh--ji̍t
,前天,金門偏泉腔,昨日,tsoo-li̍t
,前天,馬公偏泉腔,昨日,tsoh--ji̍t
,前天,新竹偏泉腔,昨日,tsoh--li̍t
,前天,臺中偏漳腔,昨日,tso̍h--li̍t
,白天,鹿港偏泉腔,日時,li̍t--sî
,白天,三峽偏泉腔,日時,ji̍t--sî
,白天,臺北偏泉腔,日時,li̍t--sî
,白天,宜蘭偏漳腔,日時,ji̍t--sî
,白天,臺南混合腔,日時,ji̍t--sî
,白天,高雄混合腔,日時,ji̍t--sî
,白天,金門偏泉腔,日時,li̍t--sî
,白天,馬公偏泉腔,日時,ji̍t--sî
,白天,新竹偏泉腔,日時,li̍t--sî
,白天,臺中偏漳腔,日時,gi̍t--sî
,清明節,鹿港偏泉腔,清明,tshuinn-miâ
,清明節,三峽偏泉腔,清明,tshinn-miâ
,清明節,臺北偏泉腔,三日節,sann-li̍t-tsueh
,清明節,臺北偏泉腔,清明,tshinn-miâ
,清明節,宜蘭偏漳腔,三日節,sann-ji̍t-tseh
,清明節,宜蘭偏漳腔,清明,tshing-bîng
,清明節,臺南混合腔,三日節,sann-ji̍t-tseh
,清明節,臺南混合腔,清明,tshing-bîng
,清明節,高雄混合腔,三日節,sann-ji̍t-tseh
,清明節,高雄混合腔,清明,tshing-bîng
,清明節,金門偏泉腔,清明,tshinn-miâ
,清明節,金門偏泉腔,三月節,sann-ge̍rh-tsueh
,清明節,馬公偏泉腔,清明,tshinn-miâ
,清明節,馬公偏泉腔,三月節,sann-ge̍h-tsueh
,清明節,新竹偏泉腔,清明,tshinn-miâ
,清明節,臺中偏漳腔,清明,tshing-bîng
,端午節,鹿港偏泉腔,五月節,Gōo-ge̍rh-tsueh
,端午節,三峽偏泉腔,五月節,Gōo-gēr-tsereh
,端午節,臺北偏泉腔,五日節,Gōo-li̍t-tsueh
,端午節,宜蘭偏漳腔,五日節,Gōo-ji̍t-tseh
,端午節,臺南混合腔,五日節,Gōo-ji̍t-tseh
,端午節,高雄混合腔,五日節,Gōo-ji̍t-tseh
,端午節,金門偏泉腔,五月節,Gōo-ge̍rh-tsueh
,端午節,馬公偏泉腔,五月節,Gōo-ge̍h-tsueh
,端午節,新竹偏泉腔,五月節,Gōo-ge̍rh-tsueh
,端午節,新竹偏泉腔,五月節,Gōo-ge̍h-tsueh
,端午節,臺中偏漳腔,五日節,Gōo-ji̍t-tseh
,端午節,臺中偏漳腔,肉粽節,Bah-tsàng-tseh
,重陽節,鹿港偏泉腔,重陽節,Tiông-iông-tsueh
,重陽節,三峽偏泉腔,九月重陽,Káu-gēr Tiông-iông
,重陽節,臺北偏泉腔,重陽節,Tiông-iông-tsueh
,重陽節,宜蘭偏漳腔,重陽節,Tiông-iâng-tseh
,重陽節,臺南混合腔,重陽節,Tiông-iâng-tseh
,重陽節,高雄混合腔,重陽節,Tiông-iông-tseh
,重陽節,金門偏泉腔,重陽節,Tiông-iông-tsueh
,重陽節,馬公偏泉腔,重陽節,Tiông-iông-tsueh
,重陽節,新竹偏泉腔,重陽,Tiông-iông
,重陽節,臺中偏漳腔,重陽,Tiông-iông
,重陽節,臺中偏漳腔,九月重陽,Káu-gue̍h Tiông-iông
,冬至,鹿港偏泉腔,冬節,tang-tsueh
,冬至,三峽偏泉腔,冬節,tang-tsereh
,冬至,臺北偏泉腔,冬節,tang-tsueh
,冬至,宜蘭偏漳腔,冬節,tang-tseh
,冬至,臺南混合腔,冬節,tang-tseh
,冬至,高雄混合腔,冬節,tang-tseh
,冬至,金門偏泉腔,冬節,tang-tsueh
,冬至,馬公偏泉腔,冬節,tang-tsueh
,冬至,新竹偏泉腔,冬節,tang-tsueh
,冬至,臺中偏漳腔,冬節,tang-tseh
,左,鹿港偏泉腔,倒爿,tò-pîng
,左,三峽偏泉腔,倒面,tò-bīn
,左,臺北偏泉腔,倒爿,tò-pîng
,左,宜蘭偏漳腔,倒爿,tò-pîng
,左,臺南混合腔,倒面,tòr-bīn
,左,高雄混合腔,倒爿,tòr-pîng
,左,金門偏泉腔,倒爿,tò-pîn
,左,馬公偏泉腔,倒面,tò-bīn
,左,新竹偏泉腔,倒爿,tò-pîng
,左,臺中偏漳腔,倒爿,tò-pîng
,裡面,鹿港偏泉腔,內底,lāi-tué
,裡面,三峽偏泉腔,內底,lāi-teré
,裡面,臺北偏泉腔,內底,lāi-tué
,裡面,宜蘭偏漳腔,內底,lāi-té
,裡面,宜蘭偏漳腔,內面,lāi-bīn
,裡面,臺南混合腔,內底,lāi-té
,裡面,臺南混合腔,內面,lāi-bīn
,裡面,高雄混合腔,內底,lāi-té
,裡面,高雄混合腔,內面,lāi-bīn
,裡面,金門偏泉腔,內底,lāi-tué
,裡面,馬公偏泉腔,內底,lāi-tué
,裡面,新竹偏泉腔,內底,lāi-tué
,裡面,新竹偏泉腔,內面,lāi-bīn
,裡面,臺中偏漳腔,內底,lāi-té
,裡面,臺中偏漳腔,內面,lāi-bīn
,羅盤,鹿港偏泉腔,羅經,lô-kinn
,羅盤,三峽偏泉腔,羅經,lô-kinn
,羅盤,臺北偏泉腔,羅經,lô-kinn
,羅盤,宜蘭偏漳腔,羅經,lô-kenn
,羅盤,臺南混合腔,羅經,lôr-kenn
,羅盤,高雄混合腔,羅經,lôr-kenn
,羅盤,金門偏泉腔,羅經,lô-kinn
,羅盤,馬公偏泉腔,羅經,lô-kinn
,羅盤,馬公偏泉腔,干經,kan-kinn
,羅盤,新竹偏泉腔,羅經,lô-kinn
,羅盤,臺中偏漳腔,羅經,lô-kenn
,東西,鹿港偏泉腔,物,mn̍gh
,東西,鹿港偏泉腔,物件,mn̍gh-kiānn
,東西,三峽偏泉腔,物件,mn̍gh-kiānn
,東西,臺北偏泉腔,物件,mn̄g-kiānn
,東西,宜蘭偏漳腔,物仔,mī-á
,東西,宜蘭偏漳腔,物件,mī-kiānn
,東西,臺南混合腔,物仔,mih-á
,東西,臺南混合腔,物件,mi̍h-kiānn
,東西,高雄混合腔,物仔,mih-á
,東西,高雄混合腔,物件,mi̍h-kiānn
,東西,金門偏泉腔,物,mn̍gh
,東西,金門偏泉腔,物件,mn̍gh-kiānn
,東西,馬公偏泉腔,物,mn̍gh
,東西,馬公偏泉腔,物件,mn̍gh-kiānn
,東西,新竹偏泉腔,物件,mn̍gh-kiānn
,東西,臺中偏漳腔,物件,mi̍h-kiānn
,洗石,鹿港偏泉腔,浮石,phû-tsio̍h
,洗石,臺北偏泉腔,冇石仔,phànn-tsio̍h-á
,洗石,宜蘭偏漳腔,咾𥑮石,ló-kó-tsiō
,洗石,臺南混合腔,冇石仔,phànn-tsio̍rh-á
,洗石,高雄混合腔,冇石仔,phànn-tsio̍rh-á
,洗石,金門偏泉腔,海浮石,hái-phû-tsio̍h
,洗石,馬公偏泉腔,冇硓𥑮,phànn-lóo-kóo
,洗石,新竹偏泉腔,冇石,phànn-tsio̍h
,洗石,臺中偏漳腔,冇石,phànn-tsio̍h
,毛巾,鹿港偏泉腔,面巾,bǐn-kun
,毛巾,三峽偏泉腔,面巾,bīn-kirn
,毛巾,臺北偏泉腔,面巾,bīn-kun
,毛巾,宜蘭偏漳腔,面巾,bīn-kin
,毛巾,臺南混合腔,面巾,bīn-kin
,毛巾,高雄混合腔,面巾,bīn-kin
,毛巾,金門偏泉腔,面巾,bīn-kun
,毛巾,金門偏泉腔,面布,bīn-pòo
,毛巾,馬公偏泉腔,面巾,bīn-kun
,毛巾,馬公偏泉腔,面布,bīn-pòo
,毛巾,新竹偏泉腔,面巾,bīn-kun
,毛巾,臺中偏漳腔,面布,bīn-pòo
,毛巾,臺中偏漳腔,面巾,bīn-kin
,手帕,鹿港偏泉腔,手巾仔,tshiú-kun-á
,手帕,三峽偏泉腔,手巾仔,tshiú-kirn-á
,手帕,臺北偏泉腔,手巾仔,tshiú-kun-á
,手帕,宜蘭偏漳腔,手巾仔,tshiú-kin-á
,手帕,臺南混合腔,手巾仔,tshiú-kin-á
